SalePrice,id
120050.56014130454,1461
151959.56629961758,1462
181263.6833180353,1463
197825.4322525427,1464
202180.29628127135,1465
170471.4657783483,1466
179246.8695208721,1467
159885.69109358202,1468
196171.89398787005,1469
119625.32744114706,1470
185262.47733459514,1471
98427.00207669198,1472
95131.78415680684,1473
143526.747683446,1474
107239.00916027036,1475
354857.1524358557,1476
247677.26567381137,1477
302009.0901090676,1478
301089.90034734,1479
471601.5070074407,1480
323840.826748582,1481
213369.61139645064,1482
181438.56555099093,1483
160747.7550002566,1484
196709.75767544244,1485
194048.56413634666,1486
338179.424341648,1487
238691.5496160313,1488
190124.04731774935,1489
242011.02214011666,1490
196615.89494526296,1491
93406.83509867983,1492
189464.921818458,1493
297870.46791184705,1494
289086.1487528396,1495
234418.75683354994,1496
180383.94393177453,1497
175655.5853643528,1498
167057.96944537875,1499
158819.65667543752,1500
173662.51441754523,1501
144821.36250416568,1502
290473.6324326197,1503
241723.88850383993,1504
226477.15206444197,1505
187905.29731868987,1506
243251.69398146233,1507
201446.04156106088,1508
160852.60450042415,1509
143351.30314824998,1510
154039.96291549757,1511
176550.8561636892,1512
152907.41912396438,1513
155096.7460601196,1514
191432.64446355478,1515
155503.42147404715,1516
171746.6143867446,1517
131048.13018353772,1518
208318.2501820169,1519
125862.89789216775,1520
129754.0959249567,1521
178632.00937604212,1522
111201.47346269018,1523
126698.97612218783,1524
117893.77643069177,1525
110428.26166590228,1526
109347.3329896771,1527
138559.05615871007,1528
151231.1905052483,1529
188170.3319784754,1530
107547.37836126197,1531
97766.36609457477,1532
146379.75724855994,1533
127204.40307410755,1534
146628.3193973098,1535
106746.24555812315,1536
60799.50604142581,1537
148683.90694807796,1538
194622.03237392014,1539
96078.87347478169,1540
138205.21636856854,1541
142225.57048532082,1542
178087.9604998937,1543
88465.72047689754,1544
118425.60797622283,1545
138853.37341124646,1546
129131.82229319781,1547
142358.72341459672,1548
123326.99360178309,1549
134482.0110808662,1550
105986.61909049761,1551
134626.52040221987,1552
144955.97431058536,1553
116144.93505762069,1554
159821.03950928056,1555
86132.21816779886,1556
107977.13568531992,1557
102603.46962393702,1558
63330.403432223386,1559
133709.28536687407,1560
124463.67841946954,1561
130717.83997993768,1562
118122.7620871665,1563
154947.16329937903,1564
151885.42782718627,1565
238758.46451734036,1566
77890.68060960747,1567
235020.44893871355,1568
126106.2618297076,1569
139887.851157321,1570
120986.54660662396,1571
139942.07447692793,1572
227679.58822080292,1573
119652.95684635552,1574
232376.84068507215,1575
246918.63611497873,1576
177582.36336456935,1577
149930.1812900291,1578
145592.53275837313,1579
196951.40912223546,1580
156536.23229639698,1581
125060.89792962972,1582
282341.0890282758,1583
215802.5984190227,1584
133885.56843608018,1585
66013.13603749227,1586
108267.47938262197,1587
150901.0052227663,1588
96756.43034884859,1589
132270.07239616654,1590
90203.80951709044,1591
115956.21956518858,1592
127290.55785840654,1593
123688.8897573244,1594
107462.12845254406,1595
214397.56425371688,1596
198121.32805367908,1597
233253.43419565802,1598
167027.1309232693,1599
158787.10385070194,1600
66383.43149424472,1601
118496.60738533684,1602
69872.6145007936,1603
257680.16775160865,1604
239376.57294300167,1605
167834.64324019031,1606
177618.7889887613,1607
216834.25785076158,1608
180670.18822182185,1609
152142.94869577268,1610
137497.56314793,1611
173061.69937150777,1612
165014.7741758543,1613
128924.32935509538,1614
95489.23397099701,1615
79544.08127325185,1616
95045.59888638319,1617
127815.80241714518,1618
139365.34084961656,1619
146978.2039968422,1620
137359.35339412672,1621
144090.75124672567,1622
255917.62726988582,1623
208034.96779108324,1624
117319.80324097873,1625
172678.83174276937,1626
193190.36652567083,1627
280920.3768988173,1628
184101.52139787708,1629
344313.1832486473,1630
233789.66456606725,1631
248411.6418369302,1632
177920.99181435502,1633
184903.42122635717,1634
173969.8270604319,1635
152397.8135368103,1636
201627.2546284929,1637
177970.11656424083,1638
191672.76715478348,1639
248332.9400758645,1640
183940.48311095522,1641
246639.9679473921,1642
213003.83952520828,1643
238302.71568360762,1644
196864.0424456615,1645
158421.5008597824,1646
160994.75818010877,1647
128668.27459701532,1648
141050.6654200836,1649
113077.79201885744,1650
120314.0885242862,1651
98297.03814142506,1652
100687.4916446892,1653
142958.07805239595,1654
130696.24132488309,1655
139157.50425332045,1656
146348.66631670704,1657
143989.34100379527,1658
115099.6262014511,1659
156226.08966691507,1660
416141.33493968076,1661
396806.7984893961,1662
373377.8812317208,1663
482166.5599129774,1664
309733.9074745138,1665
333575.9504075545,1666
382984.0380411376,1667
353352.5374169797,1668
319058.74884563836,1669
352311.0017761826,1670
264151.41460657306,1671
414063.9381600835,1672
287545.85033344367,1673
239681.78269710168,1674
198786.28272938478,1675
196804.40248944948,1676
219999.8905324954,1677
439914.6493326941,1678
390684.25554846536,1679
324689.011204169,1680
250534.26037191527,1681
324253.2188305597,1682
185172.11081812833,1683
176454.35131763094,1684
175705.96911880694,1685
167254.15879818867,1686
176253.6026331889,1687
188602.6996965531,1688
194737.9168671733,1689
198355.0020409607,1690
189102.61997535374,1691
265290.6118230773,1692
173028.5160099477,1693
184013.2239578912,1694
169425.3948738597,1695
263992.02012361685,1696
174619.23818186962,1697
342429.4892270421,1698
311466.28934599133,1699
258319.56179139338,1700
274722.1658870166,1701
236303.05915600763,1702
236882.661193617,1703
271998.3556264827,1704
241927.70228678503,1705
321683.00996120914,1706
210665.80192859742,1707
201749.4100793171,1708
260966.7921858529,1709
218066.98561057373,1710
279223.1028095649,1711
248865.4623976759,1712
279915.4171839977,1713
224056.70143980274,1714
210207.94991586456,1715
183394.48716483993,1716
177812.02014141122,1717
137735.4570684007,1718
210987.86545971333,1719
236681.30800777464,1720
161282.98016380102,1721
125070.3740125813,1722
154796.25593595428,1723
201702.25194416448,1724
237333.36399083503,1725
186333.2617957739,1726
152046.98587986603,1727
173433.9525689737,1728
169962.09002252674,1729
156574.34711264927,1730
118985.14073549924,1731
124220.9908454116,1732
112077.40666334401,1733
121962.00011563886,1734
122532.38136999216,1735
105392.5758449971,1736
293129.2723854094,1737
262198.3819877008,1738
232771.06476382544,1739
204689.34287240397,1740
185705.79575361972,1741
171947.18088104483,1742
179966.935885499,1743
327599.32916570007,1744
219272.6290057978,1745
187075.7235078025,1746
215615.45937477815,1747
214392.89017369825,1748
142088.8273456642,1749
123591.20182027973,1750
252778.07518943519,1751
114371.07633741245,1752
151492.1529918764,1753
192633.1221109365,1754
165068.16540645657,1755
125044.61599522334,1756
121008.42128501876,1757
147653.82968922364,1758
163220.21832969753,1759
165775.05046691396,1760
147358.71349577347,1761
178483.32211551684,1762
191449.1100562348,1763
113587.80202169894,1764
164665.90692719712,1765
193248.05637901355,1766
221219.1291352246,1767
139951.9726872642,1768
172973.97256436333,1769
155207.11594781265,1770
123303.92783335749,1771
129602.89342067129,1772
123854.80455743031,1773
140568.32347600433,1774
142186.11977669006,1775
132888.40107598034,1776
107543.44895012958,1777
139569.31636804904,1778
121160.92569201581,1779
178860.21549367448,1780
126576.4775801281,1781
85157.74650746999,1782
142423.78185240095,1783
107960.66433329652,1784
126892.2270162969,1785
137595.94981346358,1786
165749.71623828213,1787
61165.73293149601,1788
99778.45094791133,1789
78433.79642138332,1790
180155.7307475593,1791
160490.72139885655,1792
128958.71880336173,1793
156808.61545945512,1794
134102.45069764066,1795
134350.3028903766,1796
115459.17707668514,1797
119546.34068190237,1798
109611.77558404108,1799
134470.7299254671,1800
127471.38908055275,1801
143275.30867466982,1802
148796.56937157759,1803
135020.12238143547,1804
135319.43060036117,1805
125872.28126144275,1806
138867.24922516843,1807
127414.29886901914,1808
126542.48649958668,1809
136435.54896505416,1810
96730.25594824957,1811
100173.31140196294,1812
126759.98553563817,1813
96512.99631346039,1814
54356.05474273719,1815
100672.93674474183,1816
105612.91843240778,1817
142763.66456977947,1818
124553.53086030312,1819
51296.85262613305,1820
119447.24683228158,1821
151828.0088003383,1822
44907.522152463884,1823
129064.81843466162,1824
140691.26942341818,1825
105099.37928972441,1826
101321.16854820572,1827
136587.4577177399,1828
129140.46767446515,1829
138182.397405899,1830
142979.9058457332,1831
71321.91344299742,1832
142019.05686784248,1833
115129.4258125524,1834
113045.62876361232,1835
123286.4042737128,1836
86507.59712023825,1837
124687.94819709686,1838
101256.31381723162,1839
140742.00198795364,1840
133808.41736800497,1841
93430.80244327686,1842
127733.98280337061,1843
147802.1007630973,1844
144499.6393800933,1845
158150.54236651585,1846
173911.45023101874,1847
52731.24646675198,1848
111494.00023460103,1849
115644.6814211392,1850
148445.13915259283,1851
125202.6672348436,1852
119356.79147839159,1853
161896.86940554698,1854
154732.9544691218,1855
224439.96707725525,1856
127633.4348498001,1857
134433.8609915846,1858
118817.10878667634,1859
147181.6488070644,1860
118056.09207582701,1861
319713.6636290657,1862
295166.72614108014,1863
295268.85565889976,1864
341894.0170730561,1865
328430.4860315727,1866
223739.9995473242,1867
281778.2254510472,1868
203061.31606189502,1869
224229.83860060535,1870
258152.57256167813,1871
176298.4805356001,1872
236020.47188447628,1873
157209.59468212025,1874
198934.90177737593,1875
202189.59537922707,1876
210537.44963731023,1877
205706.40368200289,1878
128568.86734292738,1879
130856.27186418725,1880
245055.78553942533,1881
238731.40860262187,1882
184851.31937400275,1883
203846.20617430238,1884
233100.9899113944,1885
282803.33228096407,1886
217772.23421982003,1887
267243.9521472399,1888
172584.83214288286,1889
112432.20552564829,1890
133790.5720064357,1891
94891.849334235,1892
128138.60275686503,1893
122142.52251679833,1894
131156.33377886756,1895
127270.95872157531,1896
117819.8361455006,1897
108428.02047457256,1898
166734.04539578233,1899
155854.67554492786,1900
175524.83879096864,1901
159107.15110742208,1902
222126.99113923157,1903
142753.2176072872,1904
200415.68026992146,1905
149685.47233343765,1906
210390.02648640386,1907
109393.20309942355,1908
131042.32381661025,1909
119189.14633845715,1910
226670.94694265976,1911
342810.090837639,1912
136708.32480569975,1913
55631.16823424895,1914
295718.0056938474,1915
66332.69657991995,1916
237792.2133720652,1917
140926.35790597746,1918
180541.01920873258,1919
159922.8500067212,1920
360777.5088111089,1921
316504.49595059815,1922
240338.0698796239,1923
217966.9107341535,1924
196654.50470397723,1925
357266.8359474517,1926
131804.3686252819,1927
162444.16917231987,1928
125271.04268736845,1929
134248.35706342236,1930
141507.24243575492,1931
140577.01442456458,1932
189721.93857169343,1933
183031.76435651313,1934
171232.04990454356,1935
197576.90956654272,1936
186119.52466369717,1937
172190.22780696632,1938
243701.6717272476,1939
195375.02755673038,1940
168756.36589676485,1941
182198.79208134869,1942
221057.37047364205,1943
375533.5808404215,1944
403031.9739007257,1945
127217.98419577419,1946
253415.8816227785,1947
167613.48698589302,1948
251648.41560138986,1949
190946.49092644252,1950
235870.91275549858,1951
203961.96105668414,1952
166346.91161796908,1953
183356.89870643488,1954
136950.41761922344,1955
300963.1965800212,1956
150846.079494048,1957
280949.9100186388,1958
146363.06874126545,1959
115395.74007169658,1960
119751.07850956915,1961
98732.937880768,1962
106606.16984207417,1963
105390.43740709333,1964
139261.9526929306,1965
135773.2895973499,1966
298129.0085184846,1967
409415.07649094495,1968
382923.5948024851,1969
399637.93567668914,1970
468352.97495494306,1971
375039.2188437317,1972
273046.8657360232,1973
340180.43544026365,1974
525233.6260017257,1975
275494.5783167527,1976
351154.2119919963,1977
343719.19927919604,1978
321068.2009840889,1979
204821.5785396544,1980
336879.566182773,1981
220217.4766460466,1982
206546.5515797658,1983
170963.82083042484,1984
226502.9254672315,1985
207300.42805410054,1986
185276.4015187706,1987
173839.94529866247,1988
192158.57220056484,1989
206749.28939028934,1990
230997.8624277219,1991
215547.78677599676,1992
167974.71228016345,1993
226069.35153955597,1994
182552.2346944156,1995
250389.71117663351,1996
319571.18633920624,1997
306795.47831527697,1998
291925.49794144934,1999
322127.7804531893,2000
284355.4067895138,2001
240235.83641531228,2002
250640.22257517948,2003
282810.4215570311,2004
227514.1401520756,2005
221581.61507418568,2006
251390.02432011362,2007
214504.79706343144,2008
200020.85088901647,2009
195269.168738255,2010
142986.08023296282,2011
174289.04931698804,2012
178036.4171435453,2013
184544.11238128325,2014
208187.77829702402,2015
192047.9826949378,2016
193042.6482188616,2017
113277.44771580985,2018
132040.67833726737,2019
101862.25091508747,2020
99081.0656829369,2021
188322.96554681082,2022
145083.40832418343,2023
281594.8793420305,2024
350062.24080934055,2025
175002.56484867743,2026
163380.36098514317,2027
155336.05409040296,2028
168788.2038374293,2029
261932.6370691132,2030
230396.00677166626,2031
253945.76656748017,2032
250715.89354783148,2033
179288.0485266471,2034
224559.91534958268,2035
204041.11617881677,2036
217339.14323085404,2037
343273.8480926537,2038
230898.34135521157,2039
276509.27498939587,2040
315737.75196420535,2041
208850.0562644343,2042
177930.84539272866,2043
174737.81453696988,2044
212341.29297944074,2045
152334.49202219245,2046
146148.87416054498,2047
142095.4700446275,2048
146049.6597203663,2049
174411.9266422756,2050
102141.08215788384,2051
122303.03783431556,2052
149641.976963925,2053
92432.66706202115,2054
158188.66389667147,2055
151454.60363367535,2056
111030.66306899936,2057
212597.50834825996,2058
132213.66383821802,2059
176666.3402596905,2060
172280.74546663405,2061
126914.10416660234,2062
118833.42743821925,2063
137301.16826981585,2064
118993.44585699783,2065
167901.218982338,2066
111392.38563700631,2067
149326.7228630006,2068
88285.40261786676,2069
119115.1589110553,2070
94713.7997023399,2071
139930.86192437875,2072
128706.99209444402,2073
180569.66126303733,2074
150350.00090186225,2075
116736.44547790066,2076
153335.81967003594,2077
123871.60501027167,2078
135095.06420732837,2079
116109.08586572495,2080
127550.19560654592,2081
120576.04349687634,2082
149345.45753729256,2083
106467.54461022462,2084
113600.15278021316,2085
115629.86554062349,2086
123539.68348744643,2087
95550.3720343954,2088
78307.15488305344,2089
121090.59440347401,2090
109134.07387405391,2091
120328.9334933765,2092
115364.20302196294,2093
109460.75804880164,2094
154995.66416835054,2095
87427.38223775894,2096
100109.44888498094,2097
153603.52744450976,2098
51547.15282794979,2099
76178.41877684771,2100
115103.44775271925,2101
128202.43093520137,2102
106385.16415206327,2103
141417.91049780426,2104
131250.3268457857,2105
66966.58408868147,2106
177882.7138927701,2107
117744.37635380577,2108
111592.85828351993,2109
125263.48045552327,2110
132864.95761180407,2111
137302.63102322049,2112
121158.1841887755,2113
123439.23531492773,2114
164043.2212939923,2115
114186.78248978099,2116
148606.4908046015,2117
129965.62234128639,2118
114630.5366388764,2119
111245.03530232939,2120
107903.74835919777,2121
118488.29286359265,2122
81579.4958238874,2123
156191.00418559293,2124
122600.27891317905,2125
150333.15441306506,2126
166624.3920155208,2127
125421.85378977878,2128
88930.81328423411,2129
136374.5440725555,2130
138167.2200764533,2131
110878.10709962662,2132
123719.29112260832,2133
122072.10173567859,2134
99655.61386164163,2135
81943.5533971006,2136
104626.75584931711,2137
134292.83524802944,2138
151552.74369692724,2139
138309.97683862332,2140
173066.10899352946,2141
126603.8703850726,2142
148701.93439807984,2143
122621.40542074652,2144
138319.16289150418,2145
176631.70676597807,2146
146214.91659974033,2147
134920.57093303293,2148
150618.46364198817,2149
238955.48479476428,2150
116976.14386641257,2151
171562.28830621444,2152
157995.37438142972,2153
100751.8660085967,2154
141839.47726073087,2155
251236.67441630317,2156
224888.26478912358,2157
242142.2639835226,2158
219857.79507924308,2159
184283.98968808333,2160
233396.57896097616,2161
370231.3826463994,2162
333955.7874864666,2163
252562.53686084462,2164
206174.61300548603,2165
163602.96581866432,2166
217696.29157065155,2167
192281.552746315,2168
196325.32733715168,2169
214810.02236599204,2170
163035.96110236374,2171
132057.12806115934,2172
180496.23338698602,2173
218469.47314613915,2174
284586.1821230431,2175
309684.92872172594,2176
232750.5949318577,2177
213143.28465351707,2178
134241.20035415457,2179
209943.06444215873,2180
194228.89781787904,2181
226985.9455753209,2182
191756.77785591286,2183
118137.5073462484,2184
132100.694867776,2185
146375.0160707662,2186
151771.9838272535,2187
154763.30439635695,2188
276833.3492027308,2189
79144.30431954817,2190
80046.52296830516,2191
85515.9210202801,2192
112583.04563467794,2193
99038.49973348249,2194
99971.65206521527,2195
102304.20918744589,2196
117393.72788587914,2197
159959.64615458756,2198
183201.66171936636,2199
147304.52420854973,2200
147711.60634624667,2201
222014.48924198834,2202
133863.43867713877,2203
178847.56437709503,2204
121824.18187587643,2205
138826.05638606838,2206
223205.60338707137,2207
274405.6675480041,2208
249870.24516102165,2209
121006.61187424646,2210
120239.48564632286,2211
123084.5305595994,2212
107143.6484616475,2213
138839.73537034303,2214
102590.61693182605,2215
147213.97274112602,2216
63207.19523148096,2217
70664.24860832172,2218
65934.63509204262,2219
60230.64777815046,2220
296876.4278699985,2221
278417.1702914095,2222
285728.8868142871,2223
208822.2017372189,2224
118773.68635482393,2225
177694.6530644235,2226
190680.0340522243,2227
267606.7496233527,2228
250918.40521324213,2229
154257.7385628622,2230
208501.2445764846,2231
179654.46788722218,2232
182475.6499133545,2233
243560.16806106624,2234
219720.406844108,2235
251299.84024408643,2236
299126.7572764058,2237
198345.35747411993,2238
108881.73072982022,2239
152500.20239606936,2240
154902.55252117862,2241
122551.11617432136,2242
134854.3243135305,2243
105679.91766923037,2244
101452.34567448264,2245
140170.6203638697,2246
120478.0799625259,2247
118286.03783063866,2248
115231.96696884812,2249
128480.67124003923,2250
105689.89642784913,2251
184944.25317564496,2252
156213.48036546746,2253
185649.38615672506,2254
184339.30039564462,2255
175238.32835613162,2256
208444.4866887919,2257
157573.45930542806,2258
172780.4785540184,2259
157078.69181994538,2260
200670.53624789085,2261
214412.91356965993,2262
389075.7273835655,2263
482759.1896686996,2264
175221.81950918186,2265
316602.3494725306,2266
362856.99499902775,2267
443311.9233703879,2268
152820.99793028587,2269
202649.95118951015,2270
210287.0238365149,2271
194255.4988766568,2272
162783.33242035614,2273
182187.67306777762,2274
151626.74300612343,2275
187973.84439913923,2276
180310.5080652757,2277
151675.1135684206,2278
128156.15221672428,2279
116428.31776778556,2280
163729.1318593576,2281
183232.8668950548,2282
110924.95893408438,2283
114724.53744861629,2284
138568.8355361073,2285
123286.83528615808,2286
373719.1741102759,2287
279105.6807996691,2288
360600.3025071448,2289
439545.30400034913,2290
342745.14742547827,2291
453016.3635371741,2292
462830.31221468287,2293
397603.4006911309,2294
479396.629853651,2295
277663.4832913481,2296
358913.50556929107,2297
350713.04906248924,2298
343976.6983867444,2299
337108.8511141408,2300
327774.77466810984,2301
257721.64032371703,2302
253009.62806059627,2303
251744.99609750125,2304
198633.98123800074,2305
193268.84240600822,2306
203942.10997872567,2307
231063.6352684797,2308
289013.6108268698,2309
212256.8790550688,2310
204000.0955769418,2311
175022.16747998487,2312
171658.7794287165,2313
174725.66179461108,2314
182058.51194726728,2315
199463.0268542373,2316
192500.6463014421,2317
178862.3106237828,2318
184029.84971810473,2319
185918.24945657136,2320
236616.09329124796,2321
181771.8436751661,2322
201885.51280303352,2323
190105.10366606346,2324
215203.94544918294,2325
180927.30510065545,2326
200578.99424333617,2327
221299.32502838597,2328
195007.69601067126,2329
181874.94029267374,2330
336434.8973330395,2331
400178.34224534826,2332
322605.11376719817,2333
260244.23763036664,2334
296743.0416766788,2335
300881.4275730433,2336
196996.0847604711,2337
259847.07882325962,2338
222525.3096530729,2339
386518.6688042189,2340
209152.76309065075,2341
238781.9713992402,2342
233027.47545762765,2343
219447.76830433297,2344
230830.0130363057,2345
214378.49799289784,2346
198774.033863842,2347
247024.07824620034,2348
186548.88334380617,2349
320505.58881671,2350
256095.51055328018,2351
253659.40642240885,2352
235660.8278968637,2353
141494.49786733577,2354
146813.5050313802,2355
151341.99107426754,2356
187156.40838016247,2357
201614.89318767044,2358
134479.85667265573,2359
115242.25664478587,2360
147419.31963375,2361
251900.80317096284,2362
138919.81283177974,2363
155609.09651295916,2364
214915.65720475264,2365
190448.39992481592,2366
219673.46015851668,2367
216289.75526181926,2368
213772.8938769616,2369
169306.86951293898,2370
165571.0817625766,2371
196279.03352975656,2372
294023.6271144841,2373
319512.2386117281,2374
246338.73371509495,2375
274382.62671292457,2376
324558.95592719514,2377
149666.25176637789,2378
198802.69135565747,2379
152151.60571224525,2380
170695.5295101978,2381
214273.87105762554,2382
202109.5666465271,2383
242446.6033263649,2384
160363.34580347245,2385
132681.39407711226,2386
137400.50554127508,2387
106838.29698437739,2388
114156.00296313553,2389
151849.68330751482,2390
145236.9504189058,2391
113878.19997308441,2392
171776.10323400638,2393
143136.8786162642,2394
213265.09585413776,2395
143535.08968483628,2396
222527.91351947165,2397
133162.2209214924,2398
69097.08914277927,2399
67270.28584069494,2400
125466.0310458824,2401
137902.1490557866,2402
149503.42576560844,2403
158782.47520685088,2404
158251.03521342634,2405
139604.68494840653,2406
124568.02993296106,2407
150528.26507827817,2408
118321.16896993683,2409
172745.68144292425,2410
111747.80763994656,2411
159027.15397160195,2412
129411.67440213513,2413
168861.22713763648,2414
133348.4934302003,2415
128638.6705133744,2416
132378.60632903498,2417
133961.05137768417,2418
125757.92518501106,2419
119372.24140076728,2420
146654.2816193775,2421
105122.16170463755,2422
115125.8405829335,2423
162670.68837899418,2424
184192.7080022979,2425
128709.68061288654,2426
130945.85285155868,2427
184486.07475140685,2428
111472.3359233913,2429
132749.6902475061,2430
108269.45725297421,2431
